air_temp,dni,ghi,period_end,period
11,0,0,2023-01-01T01:00:00Z,PT60M
11,0,0,2023-01-01T02:00:00Z,PT60M
11,0,0,2023-01-01T03:00:00Z,PT60M
10,0,0,2023-01-01T04:00:00Z,PT60M
10,0,0,2023-01-01T05:00:00Z,PT60M
10,0,0,2023-01-01T06:00:00Z,PT60M
11,0,0,2023-01-01T07:00:00Z,PT60M
10,0,0,2023-01-01T08:00:00Z,PT60M
10,0,0,2023-01-01T09:00:00Z,PT60M
10,0,0,2023-01-01T10:00:00Z,PT60M
10,0,0,2023-01-01T11:00:00Z,PT60M
10,17,37,2023-01-01T12:00:00Z,PT60M
11,287,221,2023-01-01T13:00:00Z,PT60M
12,536,473,2023-01-01T14:00:00Z,PT60M
14,669,688,2023-01-01T15:00:00Z,PT60M
15,411,733,2023-01-01T16:00:00Z,PT60M
16,568,865,2023-01-01T17:00:00Z,PT60M
17,3,389,2023-01-01T18:00:00Z,PT60M
16,10,436,2023-01-01T19:00:00Z,PT60M
15,0,314,2023-01-01T20:00:00Z,PT60M
15,0,261,2023-01-01T21:00:00Z,PT60M
14,0,100,2023-01-01T22:00:00Z,PT60M
14,0,42,2023-01-01T23:00:00Z,PT60M
13,0,0,2023-01-02T00:00:00Z,PT60M
12,0,0,2023-01-02T01:00:00Z,PT60M
12,0,0,2023-01-02T02:00:00Z,PT60M
12,0,0,2023-01-02T03:00:00Z,PT60M
12,0,0,2023-01-02T04:00:00Z,PT60M
12,0,0,2023-01-02T05:00:00Z,PT60M
12,0,0,2023-01-02T06:00:00Z,PT60M
11,0,0,2023-01-02T07:00:00Z,PT60M
11,0,0,2023-01-02T08:00:00Z,PT60M
11,0,0,2023-01-02T09:00:00Z,PT60M
11,0,0,2023-01-02T10:00:00Z,PT60M
11,0,0,2023-01-02T11:00:00Z,PT60M
11,0,15,2023-01-02T12:00:00Z,PT60M
11,0,82,2023-01-02T13:00:00Z,PT60M
12,0,152,2023-01-02T14:00:00Z,PT60M
13,0,254,2023-01-02T15:00:00Z,PT60M
12,0,294,2023-01-02T16:00:00Z,PT60M
12,0,100,2023-01-02T17:00:00Z,PT60M
14,0,123,2023-01-02T18:00:00Z,PT60M
15,0,83,2023-01-02T19:00:00Z,PT60M
14,0,198,2023-01-02T20:00:00Z,PT60M
14,0,192,2023-01-02T21:00:00Z,PT60M
13,0,97,2023-01-02T22:00:00Z,PT60M
12,0,42,2023-01-02T23:00:00Z,PT60M
11,0,0,2023-01-03T00:00:00Z,PT60M
11,0,0,2023-01-03T01:00:00Z,PT60M
11,0,0,2023-01-03T02:00:00Z,PT60M
11,0,0,2023-01-03T03:00:00Z,PT60M
11,0,0,2023-01-03T04:00:00Z,PT60M
11,0,0,2023-01-03T05:00:00Z,PT60M
11,0,0,2023-01-03T06:00:00Z,PT60M
10,0,0,2023-01-03T07:00:00Z,PT60M
10,0,0,2023-01-03T08:00:00Z,PT60M
11,0,0,2023-01-03T09:00:00Z,PT60M
10,0,0,2023-01-03T10:00:00Z,PT60M
10,0,0,2023-01-03T11:00:00Z,PT60M
10,0,17,2023-01-03T12:00:00Z,PT60M
10,5,141,2023-01-03T13:00:00Z,PT60M
11,268,401,2023-01-03T14:00:00Z,PT60M
13,61,439,2023-01-03T15:00:00Z,PT60M
15,167,622,2023-01-03T16:00:00Z,PT60M
17,35,526,2023-01-03T17:00:00Z,PT60M
17,63,648,2023-01-03T18:00:00Z,PT60M
17,19,431,2023-01-03T19:00:00Z,PT60M
16,0,216,2023-01-03T20:00:00Z,PT60M
15,0,226,2023-01-03T21:00:00Z,PT60M
14,0,147,2023-01-03T22:00:00Z,PT60M
13,0,52,2023-01-03T23:00:00Z,PT60M
13,0,1,2023-01-04T00:00:00Z,PT60M
12,0,0,2023-01-04T01:00:00Z,PT60M
12,0,0,2023-01-04T02:00:00Z,PT60M
12,0,0,2023-01-04T03:00:00Z,PT60M
11,0,0,2023-01-04T04:00:00Z,PT60M
11,0,0,2023-01-04T05:00:00Z,PT60M
11,0,0,2023-01-04T06:00:00Z,PT60M
12,0,0,2023-01-04T07:00:00Z,PT60M
11,0,0,2023-01-04T08:00:00Z,PT60M
11,0,0,2023-01-04T09:00:00Z,PT60M
11,0,0,2023-01-04T10:00:00Z,PT60M
11,0,0,2023-01-04T11:00:00Z,PT60M
11,14,35,2023-01-04T12:00:00Z,PT60M
11,189,205,2023-01-04T13:00:00Z,PT60M
12,115,357,2023-01-04T14:00:00Z,PT60M
14,2,398,2023-01-04T15:00:00Z,PT60M
16,2,457,2023-01-04T16:00:00Z,PT60M
17,0,537,2023-01-04T17:00:00Z,PT60M
18,124,621,2023-01-04T18:00:00Z,PT60M
18,436,782,2023-01-04T19:00:00Z,PT60M
18,128,521,2023-01-04T20:00:00Z,PT60M
17,0,278,2023-01-04T21:00:00Z,PT60M
16,0,183,2023-01-04T22:00:00Z,PT60M
15,0,46,2023-01-04T23:00:00Z,PT60M
14,0,0,2023-01-05T00:00:00Z,PT60M
13,0,0,2023-01-05T01:00:00Z,PT60M
12,0,0,2023-01-05T02:00:00Z,PT60M
12,0,0,2023-01-05T03:00:00Z,PT60M
12,0,0,2023-01-05T04:00:00Z,PT60M
12,0,0,2023-01-05T05:00:00Z,PT60M
12,0,0,2023-01-05T06:00:00Z,PT60M
11,0,0,2023-01-05T07:00:00Z,PT60M
11,0,0,2023-01-05T08:00:00Z,PT60M
11,0,0,2023-01-05T09:00:00Z,PT60M
11,0,0,2023-01-05T10:00:00Z,PT60M
11,0,0,2023-01-05T11:00:00Z,PT60M
11,5,31,2023-01-05T12:00:00Z,PT60M
12,191,206,2023-01-05T13:00:00Z,PT60M
13,573,472,2023-01-05T14:00:00Z,PT60M
15,715,691,2023-01-05T15:00:00Z,PT60M
18,550,782,2023-01-05T16:00:00Z,PT60M
18,406,799,2023-01-05T17:00:00Z,PT60M
18,43,589,2023-01-05T18:00:00Z,PT60M
17,0,299,2023-01-05T19:00:00Z,PT60M
16,0,87,2023-01-05T20:00:00Z,PT60M
15,0,71,2023-01-05T21:00:00Z,PT60M
14,0,51,2023-01-05T22:00:00Z,PT60M
13,0,15,2023-01-05T23:00:00Z,PT60M
13,0,0,2023-01-06T00:00:00Z,PT60M
13,0,0,2023-01-06T01:00:00Z,PT60M
13,0,0,2023-01-06T02:00:00Z,PT60M
12,0,0,2023-01-06T03:00:00Z,PT60M
11,0,0,2023-01-06T04:00:00Z,PT60M
12,0,0,2023-01-06T05:00:00Z,PT60M
12,0,0,2023-01-06T06:00:00Z,PT60M
12,0,0,2023-01-06T07:00:00Z,PT60M
12,0,0,2023-01-06T08:00:00Z,PT60M
12,0,0,2023-01-06T09:00:00Z,PT60M
12,0,0,2023-01-06T10:00:00Z,PT60M
12,0,0,2023-01-06T11:00:00Z,PT60M
12,0,23,2023-01-06T12:00:00Z,PT60M
12,440,242,2023-01-06T13:00:00Z,PT60M
14,727,503,2023-01-06T14:00:00Z,PT60M
16,751,704,2023-01-06T15:00:00Z,PT60M
18,344,709,2023-01-06T16:00:00Z,PT60M
18,347,787,2023-01-06T17:00:00Z,PT60M
20,254,741,2023-01-06T18:00:00Z,PT60M
20,0,339,2023-01-06T19:00:00Z,PT60M
18,0,267,2023-01-06T20:00:00Z,PT60M
17,0,322,2023-01-06T21:00:00Z,PT60M
15,0,125,2023-01-06T22:00:00Z,PT60M
14,0,18,2023-01-06T23:00:00Z,PT60M
14,0,1,2023-01-07T00:00:00Z,PT60M
13,0,0,2023-01-07T01:00:00Z,PT60M
13,0,0,2023-01-07T02:00:00Z,PT60M
13,0,0,2023-01-07T03:00:00Z,PT60M
13,0,0,2023-01-07T04:00:00Z,PT60M
13,0,0,2023-01-07T05:00:00Z,PT60M
13,0,0,2023-01-07T06:00:00Z,PT60M
13,0,0,2023-01-07T07:00:00Z,PT60M
12,0,0,2023-01-07T08:00:00Z,PT60M
12,0,0,2023-01-07T09:00:00Z,PT60M
12,0,0,2023-01-07T10:00:00Z,PT60M
11,0,0,2023-01-07T11:00:00Z,PT60M
11,0,13,2023-01-07T12:00:00Z,PT60M
12,0,83,2023-01-07T13:00:00Z,PT60M
13,0,135,2023-01-07T14:00:00Z,PT60M
14,0,194,2023-01-07T15:00:00Z,PT60M
14,0,377,2023-01-07T16:00:00Z,PT60M
16,0,459,2023-01-07T17:00:00Z,PT60M
17,132,658,2023-01-07T18:00:00Z,PT60M
17,161,592,2023-01-07T19:00:00Z,PT60M
16,2,415,2023-01-07T20:00:00Z,PT60M
16,146,423,2023-01-07T21:00:00Z,PT60M
15,205,268,2023-01-07T22:00:00Z,PT60M
14,0,68,2023-01-07T23:00:00Z,PT60M
13,0,0,2023-01-08T00:00:00Z,PT60M
12,0,0,2023-01-08T01:00:00Z,PT60M
12,0,0,2023-01-08T02:00:00Z,PT60M
11,0,0,2023-01-08T03:00:00Z,PT60M
11,0,0,2023-01-08T04:00:00Z,PT60M
11,0,0,2023-01-08T05:00:00Z,PT60M
11,0,0,2023-01-08T06:00:00Z,PT60M
11,0,0,2023-01-08T07:00:00Z,PT60M
11,0,0,2023-01-08T08:00:00Z,PT60M
11,0,0,2023-01-08T09:00:00Z,PT60M
11,0,0,2023-01-08T10:00:00Z,PT60M
11,0,0,2023-01-08T11:00:00Z,PT60M
12,8,30,2023-01-08T12:00:00Z,PT60M
12,483,244,2023-01-08T13:00:00Z,PT60M
13,426,428,2023-01-08T14:00:00Z,PT60M
14,0,359,2023-01-08T15:00:00Z,PT60M
14,0,286,2023-01-08T16:00:00Z,PT60M
16,0,258,2023-01-08T17:00:00Z,PT60M
17,0,430,2023-01-08T18:00:00Z,PT60M
19,0,295,2023-01-08T19:00:00Z,PT60M
17,107,502,2023-01-08T20:00:00Z,PT60M
15,57,368,2023-01-08T21:00:00Z,PT60M
14,30,213,2023-01-08T22:00:00Z,PT60M
14,11,75,2023-01-08T23:00:00Z,PT60M
13,0,1,2023-01-09T00:00:00Z,PT60M
13,0,0,2023-01-09T01:00:00Z,PT60M
12,0,0,2023-01-09T02:00:00Z,PT60M
12,0,0,2023-01-09T03:00:00Z,PT60M
11,0,0,2023-01-09T04:00:00Z,PT60M
11,0,0,2023-01-09T05:00:00Z,PT60M
12,0,0,2023-01-09T06:00:00Z,PT60M
12,0,0,2023-01-09T07:00:00Z,PT60M
11,0,0,2023-01-09T08:00:00Z,PT60M
11,0,0,2023-01-09T09:00:00Z,PT60M
11,0,0,2023-01-09T10:00:00Z,PT60M
11,0,0,2023-01-09T11:00:00Z,PT60M
11,0,24,2023-01-09T12:00:00Z,PT60M
12,0,88,2023-01-09T13:00:00Z,PT60M
13,0,195,2023-01-09T14:00:00Z,PT60M
15,0,210,2023-01-09T15:00:00Z,PT60M
15,2,302,2023-01-09T16:00:00Z,PT60M
16,136,666,2023-01-09T17:00:00Z,PT60M
18,0,307,2023-01-09T18:00:00Z,PT60M
17,0,231,2023-01-09T19:00:00Z,PT60M
16,0,273,2023-01-09T20:00:00Z,PT60M
16,1,355,2023-01-09T21:00:00Z,PT60M
15,2,228,2023-01-09T22:00:00Z,PT60M
14,0,67,2023-01-09T23:00:00Z,PT60M
13,0,1,2023-01-10T00:00:00Z,PT60M
13,0,0,2023-01-10T01:00:00Z,PT60M
12,0,0,2023-01-10T02:00:00Z,PT60M
12,0,0,2023-01-10T03:00:00Z,PT60M
12,0,0,2023-01-10T04:00:00Z,PT60M
12,0,0,2023-01-10T05:00:00Z,PT60M
12,0,0,2023-01-10T06:00:00Z,PT60M
12,0,0,2023-01-10T07:00:00Z,PT60M
12,0,0,2023-01-10T08:00:00Z,PT60M
12,0,0,2023-01-10T09:00:00Z,PT60M
12,0,0,2023-01-10T10:00:00Z,PT60M
12,0,0,2023-01-10T11:00:00Z,PT60M
12,12,31,2023-01-10T12:00:00Z,PT60M
12,63,180,2023-01-10T13:00:00Z,PT60M
14,350,417,2023-01-10T14:00:00Z,PT60M
16,457,605,2023-01-10T15:00:00Z,PT60M
16,113,549,2023-01-10T16:00:00Z,PT60M
17,258,703,2023-01-10T17:00:00Z,PT60M
16,129,672,2023-01-10T18:00:00Z,PT60M
16,0,474,2023-01-10T19:00:00Z,PT60M
16,313,639,2023-01-10T20:00:00Z,PT60M
16,5,224,2023-01-10T21:00:00Z,PT60M
14,0,130,2023-01-10T22:00:00Z,PT60M
13,0,31,2023-01-10T23:00:00Z,PT60M
12,0,1,2023-01-11T00:00:00Z,PT60M
12,0,0,2023-01-11T01:00:00Z,PT60M
12,0,0,2023-01-11T02:00:00Z,PT60M
11,0,0,2023-01-11T03:00:00Z,PT60M
11,0,0,2023-01-11T04:00:00Z,PT60M
11,0,0,2023-01-11T05:00:00Z,PT60M
11,0,0,2023-01-11T06:00:00Z,PT60M
11,0,0,2023-01-11T07:00:00Z,PT60M
11,0,0,2023-01-11T08:00:00Z,PT60M
11,0,0,2023-01-11T09:00:00Z,PT60M
11,0,0,2023-01-11T10:00:00Z,PT60M
10,0,0,2023-01-11T11:00:00Z,PT60M
10,72,36,2023-01-11T12:00:00Z,PT60M
11,641,259,2023-01-11T13:00:00Z,PT60M
12,734,492,2023-01-11T14:00:00Z,PT60M
14,425,591,2023-01-11T15:00:00Z,PT60M
15,8,446,2023-01-11T16:00:00Z,PT60M
16,398,754,2023-01-11T17:00:00Z,PT60M
17,6,451,2023-01-11T18:00:00Z,PT60M
17,0,160,2023-01-11T19:00:00Z,PT60M
16,0,219,2023-01-11T20:00:00Z,PT60M
15,163,400,2023-01-11T21:00:00Z,PT60M
14,572,369,2023-01-11T22:00:00Z,PT60M
13,56,103,2023-01-11T23:00:00Z,PT60M
12,0,3,2023-01-12T00:00:00Z,PT60M
12,0,0,2023-01-12T01:00:00Z,PT60M
12,0,0,2023-01-12T02:00:00Z,PT60M
12,0,0,2023-01-12T03:00:00Z,PT60M
12,0,0,2023-01-12T04:00:00Z,PT60M
12,0,0,2023-01-12T05:00:00Z,PT60M
11,0,0,2023-01-12T06:00:00Z,PT60M
11,0,0,2023-01-12T07:00:00Z,PT60M
11,0,0,2023-01-12T08:00:00Z,PT60M
11,0,0,2023-01-12T09:00:00Z,PT60M
12,0,0,2023-01-12T10:00:00Z,PT60M
12,0,0,2023-01-12T11:00:00Z,PT60M
12,0,22,2023-01-12T12:00:00Z,PT60M
12,2,155,2023-01-12T13:00:00Z,PT60M
13,38,293,2023-01-12T14:00:00Z,PT60M
14,261,528,2023-01-12T15:00:00Z,PT60M
15,0,371,2023-01-12T16:00:00Z,PT60M
16,0,446,2023-01-12T17:00:00Z,PT60M
16,0,360,2023-01-12T18:00:00Z,PT60M
17,69,540,2023-01-12T19:00:00Z,PT60M
17,185,512,2023-01-12T20:00:00Z,PT60M
17,116,385,2023-01-12T21:00:00Z,PT60M
16,537,366,2023-01-12T22:00:00Z,PT60M
14,64,100,2023-01-12T23:00:00Z,PT60M
14,0,2,2023-01-13T00:00:00Z,PT60M
13,0,0,2023-01-13T01:00:00Z,PT60M
12,0,0,2023-01-13T02:00:00Z,PT60M
12,0,0,2023-01-13T03:00:00Z,PT60M
12,0,0,2023-01-13T04:00:00Z,PT60M
11,0,0,2023-01-13T05:00:00Z,PT60M
10,0,0,2023-01-13T06:00:00Z,PT60M
10,0,0,2023-01-13T07:00:00Z,PT60M
10,0,0,2023-01-13T08:00:00Z,PT60M
10,0,0,2023-01-13T09:00:00Z,PT60M
10,0,0,2023-01-13T10:00:00Z,PT60M
10,0,0,2023-01-13T11:00:00Z,PT60M
10,0,21,2023-01-13T12:00:00Z,PT60M
11,0,88,2023-01-13T13:00:00Z,PT60M
13,0,191,2023-01-13T14:00:00Z,PT60M
15,0,338,2023-01-13T15:00:00Z,PT60M
16,593,784,2023-01-13T16:00:00Z,PT60M
17,845,962,2023-01-13T17:00:00Z,PT60M
18,777,958,2023-01-13T18:00:00Z,PT60M
19,256,707,2023-01-13T19:00:00Z,PT60M
19,47,519,2023-01-13T20:00:00Z,PT60M
18,10,363,2023-01-13T21:00:00Z,PT60M
16,0,177,2023-01-13T22:00:00Z,PT60M
14,0,51,2023-01-13T23:00:00Z,PT60M
13,0,0,2023-01-14T00:00:00Z,PT60M
13,0,0,2023-01-14T01:00:00Z,PT60M
13,0,0,2023-01-14T02:00:00Z,PT60M
13,0,0,2023-01-14T03:00:00Z,PT60M
13,0,0,2023-01-14T04:00:00Z,PT60M
12,0,0,2023-01-14T05:00:00Z,PT60M
12,0,0,2023-01-14T06:00:00Z,PT60M
12,0,0,2023-01-14T07:00:00Z,PT60M
12,0,0,2023-01-14T08:00:00Z,PT60M
12,0,0,2023-01-14T09:00:00Z,PT60M
11,0,0,2023-01-14T10:00:00Z,PT60M
11,0,0,2023-01-14T11:00:00Z,PT60M
11,21,30,2023-01-14T12:00:00Z,PT60M
12,307,207,2023-01-14T13:00:00Z,PT60M
13,553,459,2023-01-14T14:00:00Z,PT60M
15,636,664,2023-01-14T15:00:00Z,PT60M
16,595,802,2023-01-14T16:00:00Z,PT60M
16,378,730,2023-01-14T17:00:00Z,PT60M
16,0,149,2023-01-14T18:00:00Z,PT60M
16,0,217,2023-01-14T19:00:00Z,PT60M
16,0,351,2023-01-14T20:00:00Z,PT60M
16,0,106,2023-01-14T21:00:00Z,PT60M
14,0,87,2023-01-14T22:00:00Z,PT60M
12,0,17,2023-01-14T23:00:00Z,PT60M
11,0,0,2023-01-15T00:00:00Z,PT60M
11,0,0,2023-01-15T01:00:00Z,PT60M
11,0,0,2023-01-15T02:00:00Z,PT60M
10,0,0,2023-01-15T03:00:00Z,PT60M
11,0,0,2023-01-15T04:00:00Z,PT60M
11,0,0,2023-01-15T05:00:00Z,PT60M
10,0,0,2023-01-15T06:00:00Z,PT60M
10,0,0,2023-01-15T07:00:00Z,PT60M
9,0,0,2023-01-15T08:00:00Z,PT60M
9,0,0,2023-01-15T09:00:00Z,PT60M
9,0,0,2023-01-15T10:00:00Z,PT60M
9,0,0,2023-01-15T11:00:00Z,PT60M
9,1,25,2023-01-15T12:00:00Z,PT60M
10,11,135,2023-01-15T13:00:00Z,PT60M
11,97,327,2023-01-15T14:00:00Z,PT60M
12,41,420,2023-01-15T15:00:00Z,PT60M
14,1,503,2023-01-15T16:00:00Z,PT60M
15,320,764,2023-01-15T17:00:00Z,PT60M
16,219,734,2023-01-15T18:00:00Z,PT60M
17,4,558,2023-01-15T19:00:00Z,PT60M
17,15,501,2023-01-15T20:00:00Z,PT60M
17,0,347,2023-01-15T21:00:00Z,PT60M
16,0,184,2023-01-15T22:00:00Z,PT60M
14,0,49,2023-01-15T23:00:00Z,PT60M
13,0,1,2023-01-16T00:00:00Z,PT60M
12,0,0,2023-01-16T01:00:00Z,PT60M
13,0,0,2023-01-16T02:00:00Z,PT60M
12,0,0,2023-01-16T03:00:00Z,PT60M
12,0,0,2023-01-16T04:00:00Z,PT60M
13,0,0,2023-01-16T05:00:00Z,PT60M
12,0,0,2023-01-16T06:00:00Z,PT60M
12,0,0,2023-01-16T07:00:00Z,PT60M
12,0,0,2023-01-16T08:00:00Z,PT60M
12,0,0,2023-01-16T09:00:00Z,PT60M
11,0,0,2023-01-16T10:00:00Z,PT60M
11,0,0,2023-01-16T11:00:00Z,PT60M
11,25,30,2023-01-16T12:00:00Z,PT60M
12,171,195,2023-01-16T13:00:00Z,PT60M
13,462,434,2023-01-16T14:00:00Z,PT60M
16,295,546,2023-01-16T15:00:00Z,PT60M
17,23,516,2023-01-16T16:00:00Z,PT60M
19,224,703,2023-01-16T17:00:00Z,PT60M
20,375,806,2023-01-16T18:00:00Z,PT60M
19,470,807,2023-01-16T19:00:00Z,PT60M
19,454,704,2023-01-16T20:00:00Z,PT60M
18,344,512,2023-01-16T21:00:00Z,PT60M
16,55,176,2023-01-16T22:00:00Z,PT60M
13,0,27,2023-01-16T23:00:00Z,PT60M
13,0,1,2023-01-17T00:00:00Z,PT60M
14,0,0,2023-01-17T01:00:00Z,PT60M
14,0,0,2023-01-17T02:00:00Z,PT60M
14,0,0,2023-01-17T03:00:00Z,PT60M
13,0,0,2023-01-17T04:00:00Z,PT60M
13,0,0,2023-01-17T05:00:00Z,PT60M
13,0,0,2023-01-17T06:00:00Z,PT60M
13,0,0,2023-01-17T07:00:00Z,PT60M
12,0,0,2023-01-17T08:00:00Z,PT60M
12,0,0,2023-01-17T09:00:00Z,PT60M
12,0,0,2023-01-17T10:00:00Z,PT60M
12,0,0,2023-01-17T11:00:00Z,PT60M
12,0,18,2023-01-17T12:00:00Z,PT60M
13,26,164,2023-01-17T13:00:00Z,PT60M
13,3,279,2023-01-17T14:00:00Z,PT60M
15,10,406,2023-01-17T15:00:00Z,PT60M
15,0,459,2023-01-17T16:00:00Z,PT60M
16,0,504,2023-01-17T17:00:00Z,PT60M
17,0,582,2023-01-17T18:00:00Z,PT60M
18,0,457,2023-01-17T19:00:00Z,PT60M
17,91,551,2023-01-17T20:00:00Z,PT60M
16,1,390,2023-01-17T21:00:00Z,PT60M
15,0,199,2023-01-17T22:00:00Z,PT60M
13,0,57,2023-01-17T23:00:00Z,PT60M
13,0,2,2023-01-18T00:00:00Z,PT60M
13,0,0,2023-01-18T01:00:00Z,PT60M
13,0,0,2023-01-18T02:00:00Z,PT60M
13,0,0,2023-01-18T03:00:00Z,PT60M
12,0,0,2023-01-18T04:00:00Z,PT60M
12,0,0,2023-01-18T05:00:00Z,PT60M
12,0,0,2023-01-18T06:00:00Z,PT60M
12,0,0,2023-01-18T07:00:00Z,PT60M
12,0,0,2023-01-18T08:00:00Z,PT60M
12,0,0,2023-01-18T09:00:00Z,PT60M
11,0,0,2023-01-18T10:00:00Z,PT60M
10,0,0,2023-01-18T11:00:00Z,PT60M
11,0,17,2023-01-18T12:00:00Z,PT60M
12,0,143,2023-01-18T13:00:00Z,PT60M
14,0,245,2023-01-18T14:00:00Z,PT60M
16,0,279,2023-01-18T15:00:00Z,PT60M
16,0,296,2023-01-18T16:00:00Z,PT60M
17,0,449,2023-01-18T17:00:00Z,PT60M
18,0,387,2023-01-18T18:00:00Z,PT60M
17,22,521,2023-01-18T19:00:00Z,PT60M
16,96,505,2023-01-18T20:00:00Z,PT60M
16,125,396,2023-01-18T21:00:00Z,PT60M
15,0,134,2023-01-18T22:00:00Z,PT60M
13,0,34,2023-01-18T23:00:00Z,PT60M
13,0,3,2023-01-19T00:00:00Z,PT60M
13,0,0,2023-01-19T01:00:00Z,PT60M
12,0,0,2023-01-19T02:00:00Z,PT60M
12,0,0,2023-01-19T03:00:00Z,PT60M
12,0,0,2023-01-19T04:00:00Z,PT60M
12,0,0,2023-01-19T05:00:00Z,PT60M
12,0,0,2023-01-19T06:00:00Z,PT60M
12,0,0,2023-01-19T07:00:00Z,PT60M
12,0,0,2023-01-19T08:00:00Z,PT60M
12,0,0,2023-01-19T09:00:00Z,PT60M
11,0,0,2023-01-19T10:00:00Z,PT60M
11,0,0,2023-01-19T11:00:00Z,PT60M
11,81,31,2023-01-19T12:00:00Z,PT60M
11,354,216,2023-01-19T13:00:00Z,PT60M
12,684,486,2023-01-19T14:00:00Z,PT60M
14,703,685,2023-01-19T15:00:00Z,PT60M
15,209,652,2023-01-19T16:00:00Z,PT60M
17,71,646,2023-01-19T17:00:00Z,PT60M
18,1,574,2023-01-19T18:00:00Z,PT60M
17,33,392,2023-01-19T19:00:00Z,PT60M
16,9,390,2023-01-19T20:00:00Z,PT60M
16,0,245,2023-01-19T21:00:00Z,PT60M
14,0,104,2023-01-19T22:00:00Z,PT60M
13,0,17,2023-01-19T23:00:00Z,PT60M
13,0,2,2023-01-20T00:00:00Z,PT60M
13,0,0,2023-01-20T01:00:00Z,PT60M
13,0,0,2023-01-20T02:00:00Z,PT60M
12,0,0,2023-01-20T03:00:00Z,PT60M
11,0,0,2023-01-20T04:00:00Z,PT60M
11,0,0,2023-01-20T05:00:00Z,PT60M
11,0,0,2023-01-20T06:00:00Z,PT60M
11,0,0,2023-01-20T07:00:00Z,PT60M
11,0,0,2023-01-20T08:00:00Z,PT60M
12,0,0,2023-01-20T09:00:00Z,PT60M
11,0,0,2023-01-20T10:00:00Z,PT60M
11,0,0,2023-01-20T11:00:00Z,PT60M
11,0,14,2023-01-20T12:00:00Z,PT60M
11,0,105,2023-01-20T13:00:00Z,PT60M
13,7,272,2023-01-20T14:00:00Z,PT60M
15,393,595,2023-01-20T15:00:00Z,PT60M
15,109,515,2023-01-20T16:00:00Z,PT60M
17,269,710,2023-01-20T17:00:00Z,PT60M
18,74,625,2023-01-20T18:00:00Z,PT60M
17,0,341,2023-01-20T19:00:00Z,PT60M
17,89,519,2023-01-20T20:00:00Z,PT60M
17,83,433,2023-01-20T21:00:00Z,PT60M
16,12,242,2023-01-20T22:00:00Z,PT60M
15,0,47,2023-01-20T23:00:00Z,PT60M
14,0,1,2023-01-21T00:00:00Z,PT60M
13,0,0,2023-01-21T01:00:00Z,PT60M
13,0,0,2023-01-21T02:00:00Z,PT60M
12,0,0,2023-01-21T03:00:00Z,PT60M
11,0,0,2023-01-21T04:00:00Z,PT60M
11,0,0,2023-01-21T05:00:00Z,PT60M
11,0,0,2023-01-21T06:00:00Z,PT60M
11,0,0,2023-01-21T07:00:00Z,PT60M
11,0,0,2023-01-21T08:00:00Z,PT60M
10,0,0,2023-01-21T09:00:00Z,PT60M
10,0,0,2023-01-21T10:00:00Z,PT60M
10,0,0,2023-01-21T11:00:00Z,PT60M
10,0,4,2023-01-21T12:00:00Z,PT60M
10,0,64,2023-01-21T13:00:00Z,PT60M
12,0,119,2023-01-21T14:00:00Z,PT60M
14,0,288,2023-01-21T15:00:00Z,PT60M
14,0,479,2023-01-21T16:00:00Z,PT60M
15,0,275,2023-01-21T17:00:00Z,PT60M
16,0,342,2023-01-21T18:00:00Z,PT60M
16,0,253,2023-01-21T19:00:00Z,PT60M
15,0,68,2023-01-21T20:00:00Z,PT60M
14,0,58,2023-01-21T21:00:00Z,PT60M
14,0,108,2023-01-21T22:00:00Z,PT60M
13,0,57,2023-01-21T23:00:00Z,PT60M
13,0,2,2023-01-22T00:00:00Z,PT60M
13,0,0,2023-01-22T01:00:00Z,PT60M
12,0,0,2023-01-22T02:00:00Z,PT60M
12,0,0,2023-01-22T03:00:00Z,PT60M
12,0,0,2023-01-22T04:00:00Z,PT60M
12,0,0,2023-01-22T05:00:00Z,PT60M
11,0,0,2023-01-22T06:00:00Z,PT60M
11,0,0,2023-01-22T07:00:00Z,PT60M
10,0,0,2023-01-22T08:00:00Z,PT60M
11,0,0,2023-01-22T09:00:00Z,PT60M
11,0,0,2023-01-22T10:00:00Z,PT60M
11,0,0,2023-01-22T11:00:00Z,PT60M
11,0,16,2023-01-22T12:00:00Z,PT60M
11,0,117,2023-01-22T13:00:00Z,PT60M
12,12,268,2023-01-22T14:00:00Z,PT60M
14,236,539,2023-01-22T15:00:00Z,PT60M
15,113,586,2023-01-22T16:00:00Z,PT60M
16,0,309,2023-01-22T17:00:00Z,PT60M
17,0,214,2023-01-22T18:00:00Z,PT60M
17,15,416,2023-01-22T19:00:00Z,PT60M
16,400,686,2023-01-22T20:00:00Z,PT60M
16,310,511,2023-01-22T21:00:00Z,PT60M
15,238,322,2023-01-22T22:00:00Z,PT60M
14,52,105,2023-01-22T23:00:00Z,PT60M
14,0,3,2023-01-23T00:00:00Z,PT60M
13,0,0,2023-01-23T01:00:00Z,PT60M
12,0,0,2023-01-23T02:00:00Z,PT60M
12,0,0,2023-01-23T03:00:00Z,PT60M
12,0,0,2023-01-23T04:00:00Z,PT60M
12,0,0,2023-01-23T05:00:00Z,PT60M
12,0,0,2023-01-23T06:00:00Z,PT60M
12,0,0,2023-01-23T07:00:00Z,PT60M
12,0,0,2023-01-23T08:00:00Z,PT60M
11,0,0,2023-01-23T09:00:00Z,PT60M
