Date,GHI,DNI,DHI,TEMP,WS,WD,flagR,SE,SA,RH,AP,PWAT,WG,PREC,Time
15.03.2023,138,60,121,13.7,1.5,347,1,15.96,87.52,86.1,747.6,21.0,5.3,0.2, 17:15
15.03.2023,118,84,99,13.7,1.5,347,1,13.48,87.61,86.0,747.7,21.0,5.3,0.2, 17:25
15.03.2023,104,120,81,13.6,1.5,346,1,10.99,87.68,85.9,747.8,20.9,4.7,0.1, 17:35
15.03.2023,81,185,54,13.6,1.4,345,1,8.52,87.75,85.8,748.0,20.9,4.7,0.1, 17:45
15.03.2023,51,130,37,13.5,1.4,344,3,6.06,87.82,85.7,748.1,20.9,4.7,0.1, 17:55
15.03.2023,24,52,21,13.5,1.3,343,3,3.64,87.88,85.6,748.2,20.9,4.7,0.1, 18:05
15.03.2023,3,0,3,13.4,1.3,342,3,1.33,87.94,86.3,748.2,20.8,4.7,0.1, 18:15
15.03.2023,0,0,0,13.3,1.2,341,0,-0.48,87.99,87.1,748.3,20.8,4.7,0.1, 18:25
15.03.2023,0,0,0,13.3,1.2,340,0,-3.26,88.04,87.8,748.4,20.7,4.3,0.0, 18:35
15.03.2023,0,0,0,13.2,1.2,338,0,-6.49,88.09,88.6,748.4,20.7,4.3,0.0, 18:45
15.03.2023,0,0,0,13.1,1.1,337,0,-9.08,88.13,89.4,748.5,20.6,4.3,0.0, 18:55
