air_temp,albedo,clearsky_ghi,clearsky_gti,cloud_opacity,dewpoint_temp,GHI,gti,period_end,period,Date,Time
13,0.14,0,0,94.7,11.6,0,0,2023-04-19T08:20:00Z,PT5M,2023-04-19, 03:20
13,0.14,0,0,94.7,11.6,0,0,2023-04-19T08:25:00Z,PT5M,2023-04-19, 03:25
13,0.14,0,0,94.7,11.6,0,0,2023-04-19T08:30:00Z,PT5M,2023-04-19, 03:30
13,0.14,0,0,94.7,11.5,0,0,2023-04-19T08:35:00Z,PT5M,2023-04-19, 03:35
13,0.14,0,0,94.7,11.5,0,0,2023-04-19T08:40:00Z,PT5M,2023-04-19, 03:40
13,0.14,0,0,94.4,11.5,0,0,2023-04-19T08:45:00Z,PT5M,2023-04-19, 03:45
13,0.14,0,0,94.4,11.5,0,0,2023-04-19T08:50:00Z,PT5M,2023-04-19, 03:50
13,0.14,0,0,94.4,11.5,0,0,2023-04-19T08:55:00Z,PT5M,2023-04-19, 03:55
13,0.14,0,0,94.4,11.5,0,0,2023-04-19T09:00:00Z,PT5M,2023-04-19, 04:00
13,0.14,0,0,94.4,11.5,0,0,2023-04-19T09:05:00Z,PT5M,2023-04-19, 04:05
13,0.14,0,0,94.7,11.6,0,0,2023-04-19T09:10:00Z,PT5M,2023-04-19, 04:10
13,0.14,0,0,94.7,11.7,0,0,2023-04-19T09:15:00Z,PT5M,2023-04-19, 04:15
13,0.14,0,0,94.7,11.8,0,0,2023-04-19T09:20:00Z,PT5M,2023-04-19, 04:20
13,0.14,0,0,94.7,11.9,0,0,2023-04-19T09:25:00Z,PT5M,2023-04-19, 04:25
13,0.14,0,0,94.4,12.0,0,0,2023-04-19T09:30:00Z,PT5M,2023-04-19, 04:30
13,0.14,0,0,94.4,12.0,0,0,2023-04-19T09:35:00Z,PT5M,2023-04-19, 04:35
13,0.14,0,0,94.1,12.1,0,0,2023-04-19T09:40:00Z,PT5M,2023-04-19, 04:40
13,0.14,0,0,94.1,12.2,0,0,2023-04-19T09:45:00Z,PT5M,2023-04-19, 04:45
13,0.14,0,0,93.8,12.3,0,0,2023-04-19T09:50:00Z,PT5M,2023-04-19, 04:50
13,0.14,0,0,94.1,12.4,0,0,2023-04-19T09:55:00Z,PT5M,2023-04-19, 04:55
13,0.14,0,0,94.1,12.5,0,0,2023-04-19T10:00:00Z,PT5M,2023-04-19, 05:00
13,0.14,0,0,94.1,12.5,0,0,2023-04-19T10:05:00Z,PT5M,2023-04-19, 05:05
13,0.14,0,0,94.1,12.4,0,0,2023-04-19T10:10:00Z,PT5M,2023-04-19, 05:10
13,0.14,0,0,93.8,12.4,0,0,2023-04-19T10:15:00Z,PT5M,2023-04-19, 05:15
13,0.14,0,0,93.8,12.4,0,0,2023-04-19T10:20:00Z,PT5M,2023-04-19, 05:20
13,0.14,0,0,93.8,12.4,0,0,2023-04-19T10:25:00Z,PT5M,2023-04-19, 05:25
12,0.14,0,0,93.8,12.3,0,0,2023-04-19T10:30:00Z,PT5M,2023-04-19, 05:30
12,0.14,0,0,93.4,12.3,0,0,2023-04-19T10:35:00Z,PT5M,2023-04-19, 05:35
12,0.14,0,0,90.5,12.3,0,0,2023-04-19T10:40:00Z,PT5M,2023-04-19, 05:40
12,0.14,0,0,83.8,12.2,0,0,2023-04-19T10:45:00Z,PT5M,2023-04-19, 05:45
12,0.14,0,0,81.7,12.2,0,0,2023-04-19T10:50:00Z,PT5M,2023-04-19, 05:50
12,0.14,0,0,72.1,12.2,0,0,2023-04-19T10:55:00Z,PT5M,2023-04-19, 05:55
12,0.14,0,0,71.2,12.1,0,0,2023-04-19T11:00:00Z,PT5M,2023-04-19, 06:00
12,0.14,0,0,70.2,12.1,0,0,2023-04-19T11:05:00Z,PT5M,2023-04-19, 06:05
12,0.14,0,0,69.3,12.1,0,0,2023-04-19T11:10:00Z,PT5M,2023-04-19, 06:10
12,0.14,11,9,49.6,12.1,6,5,2023-04-19T11:15:00Z,PT5M,2023-04-19, 06:15
12,0.14,24,15,29.2,12.0,17,17,2023-04-19T11:20:00Z,PT5M,2023-04-19, 06:20
12,0.14,39,19,26.2,12.0,29,28,2023-04-19T11:25:00Z,PT5M,2023-04-19, 06:25
12,0.14,55,25,35.0,12.0,36,34,2023-04-19T11:30:00Z,PT5M,2023-04-19, 06:30
12,0.14,72,36,32.1,12.0,49,48,2023-04-19T11:35:00Z,PT5M,2023-04-19, 06:35
12,0.14,91,50,33.6,12.0,61,59,2023-04-19T11:40:00Z,PT5M,2023-04-19, 06:40
12,0.14,111,64,29.5,12.0,78,75,2023-04-19T11:45:00Z,PT5M,2023-04-19, 06:45
12,0.14,132,80,28.0,11.9,95,87,2023-04-19T11:50:00Z,PT5M,2023-04-19, 06:50
13,0.14,153,97,26.5,11.9,112,100,2023-04-19T11:55:00Z,PT5M,2023-04-19, 06:55
13,0.14,174,115,26.6,11.9,128,113,2023-04-19T12:00:00Z,PT5M,2023-04-19, 07:00
13,0.14,196,133,20.7,11.9,155,128,2023-04-19T12:05:00Z,PT5M,2023-04-19, 07:05
13,0.14,218,151,16.1,11.9,183,145,2023-04-19T12:10:00Z,PT5M,2023-04-19, 07:10
13,0.14,240,170,16.7,11.9,200,161,2023-04-19T12:15:00Z,PT5M,2023-04-19, 07:15
13,0.14,263,190,16.3,11.9,220,178,2023-04-19T12:20:00Z,PT5M,2023-04-19, 07:20
13,0.14,285,209,21.8,11.9,223,189,2023-04-19T12:25:00Z,PT5M,2023-04-19, 07:25
13,0.14,308,229,22.7,11.9,238,204,2023-04-19T12:30:00Z,PT5M,2023-04-19, 07:30
13,0.14,330,249,20.7,11.8,262,222,2023-04-19T12:35:00Z,PT5M,2023-04-19, 07:35
13,0.14,353,269,15.9,11.8,296,245,2023-04-19T12:40:00Z,PT5M,2023-04-19, 07:40
13,0.14,375,289,18.3,11.8,306,258,2023-04-19T12:45:00Z,PT5M,2023-04-19, 07:45
13,0.14,397,308,20.5,11.8,316,270,2023-04-19T12:50:00Z,PT5M,2023-04-19, 07:50
13,0.14,419,328,16.1,11.8,352,295,2023-04-19T12:55:00Z,PT5M,2023-04-19, 07:55
13,0.14,442,348,14.5,11.8,377,315,2023-04-19T13:00:00Z,PT5M,2023-04-19, 08:00
14,0.14,463,368,11.6,11.8,409,338,2023-04-19T13:05:00Z,PT5M,2023-04-19, 08:05
14,0.14,485,387,12.9,11.9,423,353,2023-04-19T13:10:00Z,PT5M,2023-04-19, 08:10
14,0.14,507,407,12.7,11.9,442,370,2023-04-19T13:15:00Z,PT5M,2023-04-19, 08:15
14,0.14,528,426,11.2,11.9,469,391,2023-04-19T13:20:00Z,PT5M,2023-04-19, 08:20
15,0.14,549,445,11.1,12.0,488,409,2023-04-19T13:25:00Z,PT5M,2023-04-19, 08:25
15,0.14,570,464,13.6,12.0,493,418,2023-04-19T13:30:00Z,PT5M,2023-04-19, 08:30
15,0.14,591,483,12.4,12.0,517,438,2023-04-19T13:35:00Z,PT5M,2023-04-19, 08:35
15,0.14,611,501,13.0,12.0,532,452,2023-04-19T13:40:00Z,PT5M,2023-04-19, 08:40
16,0.14,631,520,14.7,12.1,538,462,2023-04-19T13:45:00Z,PT5M,2023-04-19, 08:45
16,0.14,650,538,14.1,12.1,559,479,2023-04-19T13:50:00Z,PT5M,2023-04-19, 08:50
16,0.14,670,555,12.6,12.2,585,501,2023-04-19T13:55:00Z,PT5M,2023-04-19, 08:55
16,0.14,689,573,10.4,12.2,617,525,2023-04-19T14:00:00Z,PT5M,2023-04-19, 09:00
16,0.14,707,590,10.4,12.2,634,541,2023-04-19T14:05:00Z,PT5M,2023-04-19, 09:05
17,0.14,725,606,12.1,12.1,637,548,2023-04-19T14:10:00Z,PT5M,2023-04-19, 09:10
17,0.14,743,623,12.8,12.1,648,559,2023-04-19T14:15:00Z,PT5M,2023-04-19, 09:15
17,0.14,761,639,14.5,12.0,651,565,2023-04-19T14:20:00Z,PT5M,2023-04-19, 09:20
17,0.14,778,655,13.8,11.9,670,582,2023-04-19T14:25:00Z,PT5M,2023-04-19, 09:25
17,0.14,794,670,13.2,11.9,690,598,2023-04-19T14:30:00Z,PT5M,2023-04-19, 09:30
17,0.14,811,685,13.3,11.8,703,611,2023-04-19T14:35:00Z,PT5M,2023-04-19, 09:35
17,0.14,826,699,13.4,11.8,715,623,2023-04-19T14:40:00Z,PT5M,2023-04-19, 09:40
17,0.14,842,713,14.9,11.7,716,627,2023-04-19T14:45:00Z,PT5M,2023-04-19, 09:45
17,0.14,856,727,15.0,11.6,728,638,2023-04-19T14:50:00Z,PT5M,2023-04-19, 09:50
18,0.14,871,741,15.7,11.6,734,645,2023-04-19T14:55:00Z,PT5M,2023-04-19, 09:55
18,0.14,885,753,15.6,11.5,747,657,2023-04-19T15:00:00Z,PT5M,2023-04-19, 10:00
18,0.14,898,766,16.2,11.5,753,664,2023-04-19T15:05:00Z,PT5M,2023-04-19, 10:05
18,0.14,911,778,16.9,11.6,758,670,2023-04-19T15:10:00Z,PT5M,2023-04-19, 10:10
18,0.14,924,790,18.4,11.6,754,670,2023-04-19T15:15:00Z,PT5M,2023-04-19, 10:15
18,0.14,936,801,17.6,11.6,771,685,2023-04-19T15:20:00Z,PT5M,2023-04-19, 10:20
18,0.14,947,811,17.6,11.6,781,694,2023-04-19T15:25:00Z,PT5M,2023-04-19, 10:25
18,0.14,959,822,18.4,11.7,782,697,2023-04-19T15:30:00Z,PT5M,2023-04-19, 10:30
18,0.14,969,832,15.7,11.7,817,723,2023-04-19T15:35:00Z,PT5M,2023-04-19, 10:35
18,0.14,979,841,13.9,11.8,844,743,2023-04-19T15:40:00Z,PT5M,2023-04-19, 10:40
18,0.14,989,850,12.1,11.8,869,763,2023-04-19T15:45:00Z,PT5M,2023-04-19, 10:45
19,0.14,998,858,7.9,11.8,920,801,2023-04-19T15:50:00Z,PT5M,2023-04-19, 10:50
19,0.14,1007,866,7.2,11.8,934,813,2023-04-19T15:55:00Z,PT5M,2023-04-19, 10:55
19,0.14,1015,874,5.8,11.9,956,830,2023-04-19T16:00:00Z,PT5M,2023-04-19, 11:00
19,0.14,1022,881,6.1,11.9,960,835,2023-04-19T16:05:00Z,PT5M,2023-04-19, 11:05
19,0.14,1029,887,7.1,11.8,957,833,2023-04-19T16:10:00Z,PT5M,2023-04-19, 11:10
19,0.14,1035,893,5.8,11.7,975,848,2023-04-19T16:15:00Z,PT5M,2023-04-19, 11:15
19,0.14,1041,898,6.8,11.6,971,846,2023-04-19T16:20:00Z,PT5M,2023-04-19, 11:20
19,0.14,1046,903,7.7,11.6,966,843,2023-04-19T16:25:00Z,PT5M,2023-04-19, 11:25
19,0.14,1051,907,9.1,11.5,956,837,2023-04-19T16:30:00Z,PT5M,2023-04-19, 11:30
19,0.14,1055,911,9.8,11.4,952,835,2023-04-19T16:35:00Z,PT5M,2023-04-19, 11:35
19,0.14,1059,915,10.5,11.3,947,832,2023-04-19T16:40:00Z,PT5M,2023-04-19, 11:40
19,0.14,1062,917,11.2,11.3,942,829,2023-04-19T16:45:00Z,PT5M,2023-04-19, 11:45
19,0.14,1064,920,13.4,11.2,921,815,2023-04-19T16:50:00Z,PT5M,2023-04-19, 11:50
19,0.14,1066,921,12.0,11.1,938,827,2023-04-19T16:55:00Z,PT5M,2023-04-19, 11:55
19,0.14,1067,922,14.2,11.0,916,812,2023-04-19T17:00:00Z,PT5M,2023-04-19, 12:00
19,0.14,1068,923,14.2,11.0,916,812,2023-04-19T17:05:00Z,PT5M,2023-04-19, 12:05
19,0.14,1068,923,14.9,11.0,908,807,2023-04-19T17:10:00Z,PT5M,2023-04-19, 12:10
19,0.14,1067,923,16.4,11.1,892,795,2023-04-19T17:15:00Z,PT5M,2023-04-19, 12:15
19,0.14,1066,922,17.2,11.1,883,789,2023-04-19T17:20:00Z,PT5M,2023-04-19, 12:20
19,0.14,1065,921,19.5,11.1,857,771,2023-04-19T17:25:00Z,PT5M,2023-04-19, 12:25
19,0.14,1063,919,25.1,11.1,796,728,2023-04-19T17:30:00Z,PT5M,2023-04-19, 12:30
19,0.14,1060,916,27.6,11.2,768,707,2023-04-19T17:35:00Z,PT5M,2023-04-19, 12:35
19,0.14,1056,913,32.7,11.2,711,667,2023-04-19T17:40:00Z,PT5M,2023-04-19, 12:40
19,0.14,1052,909,30.9,11.2,727,678,2023-04-19T17:45:00Z,PT5M,2023-04-19, 12:45
19,0.14,1047,905,29.2,11.2,741,687,2023-04-19T17:50:00Z,PT5M,2023-04-19, 12:50
19,0.14,1042,900,25.9,11.3,772,708,2023-04-19T17:55:00Z,PT5M,2023-04-19, 12:55
19,0.14,1036,895,23.5,11.3,793,721,2023-04-19T18:00:00Z,PT5M,2023-04-19, 13:00
19,0.14,1030,889,25.3,11.3,769,704,2023-04-19T18:05:00Z,PT5M,2023-04-19, 13:05
19,0.14,1023,883,25.5,11.3,762,698,2023-04-19T18:10:00Z,PT5M,2023-04-19, 13:10
19,0.14,1015,876,27.4,11.3,737,680,2023-04-19T18:15:00Z,PT5M,2023-04-19, 13:15
19,0.14,1007,869,32.1,11.3,684,641,2023-04-19T18:20:00Z,PT5M,2023-04-19, 13:20
19,0.14,999,861,32.4,11.3,675,634,2023-04-19T18:25:00Z,PT5M,2023-04-19, 13:25
19,0.14,990,853,34.5,11.3,648,613,2023-04-19T18:30:00Z,PT5M,2023-04-19, 13:30
19,0.14,980,844,32.1,11.2,666,625,2023-04-19T18:35:00Z,PT5M,2023-04-19, 13:35
19,0.14,970,835,27.7,11.2,702,648,2023-04-19T18:40:00Z,PT5M,2023-04-19, 13:40
19,0.14,960,826,27.8,11.2,693,641,2023-04-19T18:45:00Z,PT5M,2023-04-19, 13:45
19,0.14,949,816,28.4,11.2,679,629,2023-04-19T18:50:00Z,PT5M,2023-04-19, 13:50
19,0.14,938,805,29.0,11.2,666,618,2023-04-19T18:55:00Z,PT5M,2023-04-19, 13:55
19,0.14,926,794,31.4,11.2,636,595,2023-04-19T19:00:00Z,PT5M,2023-04-19, 14:00
19,0.14,914,783,29.3,11.2,646,600,2023-04-19T19:05:00Z,PT5M,2023-04-19, 14:05
19,0.14,901,771,28.9,11.3,640,594,2023-04-19T19:10:00Z,PT5M,2023-04-19, 14:10
19,0.14,887,759,31.9,11.4,604,567,2023-04-19T19:15:00Z,PT5M,2023-04-19, 14:15
19,0.14,873,746,34.9,11.5,569,540,2023-04-19T19:20:00Z,PT5M,2023-04-19, 14:20
19,0.14,859,733,31.9,11.6,585,549,2023-04-19T19:25:00Z,PT5M,2023-04-19, 14:25
19,0.14,844,719,26.3,11.7,622,571,2023-04-19T19:30:00Z,PT5M,2023-04-19, 14:30
19,0.14,828,705,20.4,11.7,659,592,2023-04-19T19:35:00Z,PT5M,2023-04-19, 14:35
19,0.14,813,691,16.2,11.8,681,603,2023-04-19T19:40:00Z,PT5M,2023-04-19, 14:40
19,0.14,797,676,16.1,11.9,668,591,2023-04-19T19:45:00Z,PT5M,2023-04-19, 14:45
19,0.14,780,661,15.4,12.0,660,582,2023-04-19T19:50:00Z,PT5M,2023-04-19, 14:50
19,0.14,764,646,13.1,12.1,663,580,2023-04-19T19:55:00Z,PT5M,2023-04-19, 14:55
19,0.14,746,630,11.5,12.2,660,574,2023-04-19T20:00:00Z,PT5M,2023-04-19, 15:00
19,0.14,729,614,10.6,12.2,651,563,2023-04-19T20:05:00Z,PT5M,2023-04-19, 15:05
19,0.14,711,598,9.4,12.3,644,555,2023-04-19T20:10:00Z,PT5M,2023-04-19, 15:10
19,0.14,692,581,10.8,12.3,618,533,2023-04-19T20:15:00Z,PT5M,2023-04-19, 15:15
19,0.14,674,564,9.8,12.4,608,522,2023-04-19T20:20:00Z,PT5M,2023-04-19, 15:20
18,0.14,655,547,8.9,12.4,597,510,2023-04-19T20:25:00Z,PT5M,2023-04-19, 15:25
18,0.14,636,530,15.4,12.5,538,470,2023-04-19T20:30:00Z,PT5M,2023-04-19, 15:30
18,0.14,616,512,12.6,12.5,538,464,2023-04-19T20:35:00Z,PT5M,2023-04-19, 15:35
18,0.14,595,493,8.4,12.6,545,463,2023-04-19T20:40:00Z,PT5M,2023-04-19, 15:40
18,0.14,575,475,2.5,12.6,560,466,2023-04-19T20:45:00Z,PT5M,2023-04-19, 15:45
18,0.14,554,456,1.6,12.7,545,451,2023-04-19T20:50:00Z,PT5M,2023-04-19, 15:50
18,0.14,533,437,7.1,12.7,495,416,2023-04-19T20:55:00Z,PT5M,2023-04-19, 15:55
18,0.14,512,418,11.2,12.8,454,387,2023-04-19T21:00:00Z,PT5M,2023-04-19, 16:00
18,0.14,490,399,15.3,12.9,415,359,2023-04-19T21:05:00Z,PT5M,2023-04-19, 16:05
18,0.14,468,380,23.3,13.0,359,324,2023-04-19T21:10:00Z,PT5M,2023-04-19, 16:10
18,0.14,447,361,21.0,13.1,353,314,2023-04-19T21:15:00Z,PT5M,2023-04-19, 16:15
