Energía | FRONIUS Symo 15.0-3 208 (1),Energía MPP1 | FRONIUS Symo 15.0-3 208 (1),Energía MPP2 | FRONIUS Symo 15.0-3 208 (1),Potencia aparente | FRONIUS Symo 15.0-3 208 (1),Potencia reactiva | FRONIUS Symo 15.0-3 208 (1),Energía suministrada a la red,Producción fotovoltaica,Unnamed: 8,Hora,Fecha
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,20:30,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,20:35,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,20:40,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,20:45,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,20:50,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,20:55,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:00,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:05,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:10,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:15,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:20,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:25,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:30,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:35,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:40,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:45,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:50,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,21:55,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:00,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:05,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:10,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:15,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:20,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:25,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:30,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:35,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:40,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:45,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:50,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,22:55,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:00,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:05,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:10,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:15,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:20,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:25,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:30,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:35,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:40,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:45,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:50,01.07.2023
"   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ","   0,00   ",,23:55,01.07.2023
