Date,GHI,DNI,DHI,TEMP,WS,WD,flagR,SE,SA,RH,AP,PWAT,WG,PREC,Time
01.01.2023,0,0,0,11.7,1.1,342,0,-12.57,66.71,94.9,749.1,20.4,3.4,0.1, 19:05
01.01.2023,0,0,0,11.5,1.1,344,0,-14.86,66.52,95.3,749.2,20.3,3.4,0.1, 19:15
01.01.2023,0,0,0,11.3,1.0,346,0,-17.15,66.29,95.6,749.3,20.3,3.4,0.1, 19:25
01.01.2023,0,0,0,11.2,1.0,348,0,-19.44,66.01,95.9,749.4,20.3,2.9,0.0, 19:35
01.01.2023,0,0,0,11.0,1.0,350,0,-21.72,65.68,96.3,749.5,20.3,2.9,0.0, 19:45
01.01.2023,0,0,0,10.9,1.0,352,0,-23.99,65.3,96.6,749.5,20.3,2.9,0.0, 19:55
01.01.2023,0,0,0,10.9,1.0,354,0,-26.25,64.86,96.9,749.6,20.3,2.9,0.0, 20:05
01.01.2023,0,0,0,11.0,0.9,355,0,-28.51,64.36,96.9,749.7,20.3,2.9,0.0, 20:15
01.01.2023,0,0,0,11.1,0.8,355,0,-30.75,63.79,97.0,749.8,20.3,2.9,0.0, 20:25
01.01.2023,0,0,0,11.3,0.7,356,0,-32.99,63.15,97.0,749.8,20.2,2.5,0.0, 20:35
01.01.2023,0,0,0,11.4,0.6,356,0,-35.21,62.43,97.1,749.9,20.2,2.5,0.0, 20:45
01.01.2023,0,0,0,11.5,0.5,357,0,-37.42,61.63,97.1,750.0,20.1,2.5,0.0, 20:55
01.01.2023,0,0,0,11.6,0.4,358,0,-39.61,60.72,97.2,750.1,20.1,2.5,0.0, 21:05
01.01.2023,0,0,0,11.7,0.4,1,0,-41.78,59.71,97.3,750.1,20.0,2.5,0.0, 21:15
01.01.2023,0,0,0,11.6,0.3,4,0,-43.92,58.57,97.4,750.2,19.9,2.5,0.0, 21:25
01.01.2023,0,0,0,11.6,0.3,9,0,-46.04,57.3,97.5,750.2,19.9,2.4,0.0, 21:35
01.01.2023,0,0,0,11.5,0.2,15,0,-48.12,55.87,97.5,750.2,19.8,2.4,0.0, 21:45
01.01.2023,0,0,0,11.5,0.2,25,0,-50.17,54.27,97.6,750.3,19.7,2.4,0.0, 21:55
01.01.2023,0,0,0,11.4,0.2,38,0,-52.18,52.48,97.7,750.3,19.7,2.4,0.0, 22:05
01.01.2023,0,0,0,11.2,0.2,35,0,-54.13,50.45,97.7,750.2,19.6,2.4,0.0, 22:15
01.01.2023,0,0,0,11.1,0.2,30,0,-56.03,48.17,97.8,750.2,19.6,2.4,0.0, 22:25
01.01.2023,0,0,0,10.9,0.1,25,0,-57.85,45.6,97.8,750.1,19.5,2.4,0.0, 22:35
